nameOrig,customer_age,account_type,region,tenure_years,credit_score,avg_monthly_trans,device_type,kyc_verified
C1297762883,59,Savings,North,7.7,746,74.5,Web,False
C3741573148,36,Checking,North,18.1,381,122.2,Mobile,False
C5889543228,57,Savings,East,4.8,356,113.4,Branch,False
C6890487265,67,Savings,East,4.1,818,83.9,Web,False
C3719026366,52,Savings,North,19.4,411,88.7,Branch,True
C2980696745,41,Savings,West,0.5,347,49.2,Branch,False
C3164679693,41,Savings,East,15.7,675,93.9,Mobile,True
C6851597978,34,Checking,South,6.4,332,190.9,Mobile,True
C5767685495,57,Business,South,0.7,803,170.8,Branch,True
C3712888235,27,Checking,West,18.4,302,33.3,Mobile,False
C1233606486,19,Checking,North,2.8,785,10.8,Mobile,True
C3767061562,61,Checking,East,11.0,815,187.0,Branch,True
C1299791541,40,Business,South,5.5,341,107.7,Mobile,True
C7677332885,23,Business,North,1.3,308,109.9,Mobile,True
C7784872177,19,Business,East,1.0,441,157.2,Web,False
C5074826157,38,Checking,West,2.3,735,66.4,Mobile,True
C5555263409,52,Business,South,1.4,326,99.0,Web,True
C8240028691,66,Savings,West,15.2,342,193.9,Branch,True
C9204302501,46,Business,West,9.7,430,136.1,Web,True
C9081477644,24,Checking,West,6.9,515,35.0,Branch,True
C3510407489,46,Checking,East,8.4,819,31.0,Mobile,True
C4581109168,54,Savings,West,18.6,644,44.8,Mobile,False
C8054817089,40,Business,East,18.2,807,154.5,Web,True
C8475668554,50,Business,East,14.3,712,62.6,Branch,True
C8312784019,25,Savings,West,17.7,545,9.2,Mobile,False
C9227749584,29,Checking,West,6.4,748,189.1,Web,True
C7858102506,63,Checking,North,7.6,320,38.1,Web,True
C5192691130,65,Business,South,12.3,707,6.9,Web,True
C4436289238,27,Business,North,12.5,756,51.2,Mobile,True
C8263699408,32,Business,South,9.6,743,50.8,Branch,True
C5844452205,41,Business,South,8.0,564,87.3,Mobile,False
C3874658576,43,Business,North,19.7,483,184.5,Mobile,True
C6609448348,64,Checking,North,16.4,526,176.4,Branch,True
C7082610246,59,Checking,South,8.7,847,94.1,Web,True
C7334866170,56,Checking,South,14.5,545,85.1,Mobile,True
C9342473431,20,Checking,South,5.4,372,113.2,Web,True
C5616321951,19,Savings,East,2.0,449,52.5,Web,True
C3275822675,23,Checking,South,7.0,812,15.2,Branch,True
C6008025592,38,Savings,West,8.1,368,188.1,Branch,False
C8003291839,26,Checking,West,0.3,529,41.4,Branch,False
C5383103543,27,Business,West,16.3,371,43.7,Web,True
C2519115683,53,Business,North,7.2,696,97.1,Web,True
C2299137548,20,Business,North,11.6,383,100.9,Mobile,True
C1730640153,58,Savings,North,1.5,598,8.6,Web,True
C9152870403,41,Checking,South,3.5,592,33.9,Branch,True
C8856844830,39,Checking,West,17.8,522,78.7,Branch,True
C3055125183,66,Savings,South,12.2,515,138.3,Branch,True
C8647429897,31,Savings,East,19.0,530,49.5,Branch,True
C6633664919,59,Savings,East,20.0,704,87.5,Web,True
C9603424683,62,Savings,North,7.4,468,113.7,Branch,True
C9054805846,61,Savings,East,6.0,628,178.3,Mobile,True
C2897286720,44,Business,West,17.2,725,68.6,Web,True
C4071702454,50,Checking,East,20.0,495,31.0,Branch,True
C6505800372,39,Savings,North,12.6,825,100.4,Mobile,True
C1819161877,46,Business,South,15.9,376,150.6,Branch,True
C2490621528,36,Savings,East,15.6,576,26.4,Web,False
C9783042510,36,Business,West,7.1,765,87.8,Web,True
C4286338591,23,Savings,West,11.5,747,8.5,Mobile,True
C5039069735,62,Checking,West,16.7,619,11.5,Web,True
C7317327180,36,Savings,South,13.8,459,99.2,Mobile,True
C5824247183,30,Savings,West,0.4,791,63.1,Branch,True
C3206972127,43,Checking,North,6.7,612,169.8,Web,True
C9174602727,39,Checking,North,2.9,460,122.4,Branch,True
C4822021484,38,Savings,West,4.7,607,93.5,Branch,True
C4512666096,53,Checking,East,18.1,445,84.5,Web,False
C3191070597,19,Checking,West,0.7,695,102.0,Branch,True
C3202876091,64,Business,North,4.4,388,12.9,Mobile,True
C9029896973,61,Checking,North,6.2,607,179.1,Mobile,True
C4185158988,47,Checking,North,12.3,845,199.7,Mobile,True
C5860415166,44,Savings,East,10.7,670,40.4,Web,False
C8965890679,24,Savings,East,4.4,750,28.5,Branch,True
C8963989442,37,Business,East,3.3,466,33.0,Branch,True
C2746148085,67,Savings,North,4.7,691,133.9,Branch,True
C9174142159,48,Checking,South,10.1,790,134.0,Branch,True
C7888487519,40,Checking,West,5.4,449,170.3,Mobile,True
C3476538277,30,Checking,West,19.0,767,151.6,Web,True
C4374311429,34,Savings,North,9.3,342,92.7,Mobile,True
C6380728351,21,Checking,East,1.2,328,124.5,Mobile,True
C4133023034,31,Checking,South,14.6,330,139.2,Web,True
C9540635443,37,Business,South,6.6,427,105.0,Web,True
C1108393598,30,Business,East,13.1,593,97.8,Mobile,True
C2085106462,20,Business,West,5.6,740,130.8,Branch,True
C7528668372,43,Savings,West,11.4,687,113.7,Web,True
C7536738387,43,Checking,South,15.4,823,130.6,Web,True
C8523391875,35,Checking,South,18.6,846,124.5,Mobile,True
C3677816876,49,Checking,East,5.2,409,145.2,Branch,True
C5524810160,31,Business,West,6.7,627,130.3,Web,True
C1996671824,64,Checking,South,9.3,704,106.3,Mobile,True
C6434723235,20,Checking,West,18.5,544,138.0,Web,True
C3380861312,18,Checking,South,18.0,462,92.6,Branch,True
C2262501783,43,Checking,East,1.8,698,52.1,Mobile,True
C6313238343,41,Checking,West,2.6,698,5.3,Mobile,False
C9368756442,66,Savings,South,9.9,792,114.2,Branch,True
C5057308438,52,Checking,South,2.1,538,120.2,Mobile,True
C7914646343,31,Savings,South,6.9,764,194.5,Branch,True
C8670006894,20,Checking,South,3.0,331,75.5,Mobile,True
C9617573604,30,Savings,East,12.7,422,81.9,Branch,True
C4317932187,64,Checking,West,19.0,833,44.4,Web,True
C4017164476,67,Checking,West,19.9,409,18.8,Web,True
C8560964853,31,Checking,North,7.5,570,155.7,Web,False
C7497951230,38,Checking,West,12.0,679,53.7,Mobile,True
C4024014621,43,Business,North,17.1,599,123.7,Branch,True
C4041360109,20,Checking,South,2.3,548,139.1,Branch,True
C7338030929,68,Savings,East,13.8,820,96.9,Web,True
C3896524458,57,Business,East,8.2,333,175.9,Web,True
C4276601949,21,Business,South,4.1,527,91.5,Web,True
C1195217007,53,Checking,North,8.1,698,60.6,Branch,True
C3011462835,68,Savings,South,1.5,519,179.7,Web,True
C8617351019,60,Savings,East,13.9,670,173.0,Mobile,True
C4663529784,18,Business,East,5.1,827,37.0,Web,True
C9574465390,57,Savings,West,6.2,374,10.1,Web,True
C4418825771,64,Checking,North,2.4,435,22.5,Branch,False
C6220536015,50,Checking,West,17.3,373,60.9,Mobile,True
C2443139359,24,Checking,East,9.9,553,194.6,Branch,True
C4321646316,69,Checking,East,11.4,317,113.9,Mobile,False
C9224715768,69,Checking,West,11.4,342,77.8,Mobile,True
C1812346247,28,Business,West,8.2,349,178.3,Web,True
C8282652427,44,Checking,East,3.9,814,93.4,Web,True
C3623240298,31,Checking,West,14.9,602,66.5,Branch,True
C5533445490,39,Business,West,2.5,441,188.5,Branch,True
C1905299424,33,Business,North,2.1,501,170.7,Branch,True
C4678611156,63,Business,East,14.2,506,169.5,Mobile,False
C4586580903,29,Savings,South,4.2,714,104.9,Branch,True
C6866434901,66,Savings,North,6.1,520,158.9,Mobile,True
C6660979813,63,Checking,South,9.5,661,40.0,Mobile,True
C4218760172,27,Checking,West,9.0,380,116.8,Mobile,True
C5670985927,41,Checking,West,14.2,584,196.8,Mobile,True
C2214621616,63,Savings,South,12.5,668,61.7,Mobile,True
C2426812052,35,Checking,West,12.9,791,159.9,Web,True
C9768172135,39,Checking,West,14.3,645,100.6,Mobile,True
C3806260741,26,Savings,North,5.9,503,12.8,Mobile,False
C6564793883,34,Business,South,6.4,324,153.8,Web,True
C7956197413,55,Savings,North,8.8,368,37.9,Web,True
C9215976112,57,Checking,South,6.1,815,128.1,Web,True
C7251836684,30,Savings,North,19.7,791,21.7,Branch,True
C2489863907,67,Business,East,16.3,539,189.6,Branch,True
C8707236434,54,Business,East,3.3,660,61.9,Mobile,True
C6489522939,23,Business,South,0.1,740,49.2,Mobile,True
C1382207913,38,Business,East,0.9,330,30.2,Mobile,True
C9554269487,68,Business,North,4.9,621,189.5,Mobile,True
C2030746478,53,Business,South,2.3,643,143.8,Web,True
C7222457580,24,Checking,East,10.7,835,149.6,Branch,True
C4922304510,53,Checking,East,17.2,654,102.4,Web,True
C6108405826,42,Savings,South,14.7,770,97.6,Branch,True
C5316556183,28,Checking,East,4.3,404,26.5,Web,False
C5553079413,61,Business,East,8.0,621,114.2,Mobile,True
C9180909128,31,Checking,South,10.2,826,53.1,Branch,True
C8076029331,62,Savings,East,16.2,803,195.5,Mobile,True
C6056003282,46,Business,East,16.8,384,160.3,Branch,False
C1493049026,27,Checking,East,18.2,534,85.5,Branch,True
C9338820378,67,Checking,East,10.2,562,34.5,Mobile,True
C2071414827,65,Savings,West,13.9,305,158.1,Mobile,False
C8374976686,22,Business,South,2.2,793,28.8,Mobile,True
C8972028374,25,Savings,West,11.3,588,41.9,Web,True
C2890034933,63,Business,West,5.0,649,46.2,Branch,True
C4134088769,22,Business,North,8.6,499,113.6,Branch,True
C9333184898,41,Checking,West,12.7,634,158.5,Branch,True
C7888255636,57,Savings,West,5.1,516,66.3,Mobile,True
C4707138899,43,Savings,North,1.0,652,21.5,Branch,True
C4532587635,23,Savings,East,0.2,624,95.6,Branch,True
C6039470036,33,Business,East,0.4,527,150.9,Mobile,True
C7381537276,53,Savings,West,0.2,444,48.2,Mobile,True
C1502182771,29,Business,North,2.2,607,47.9,Branch,True
C8224792828,28,Savings,East,4.8,584,189.7,Web,True
C5883762029,20,Savings,North,4.4,691,191.1,Mobile,True
C8010409496,61,Checking,South,19.7,659,198.1,Web,True
C3506564567,54,Savings,South,6.1,464,162.5,Web,True
C2675553657,23,Checking,South,2.5,523,41.7,Web,True
C2525278789,36,Checking,South,10.9,423,46.3,Web,True
C1194343786,35,Business,West,17.2,643,71.3,Mobile,True
C9655118806,33,Savings,South,13.6,823,67.0,Branch,True
C5749603476,40,Savings,South,5.9,351,191.5,Branch,True
C7541849447,60,Savings,North,11.2,428,158.9,Mobile,True
C7702639241,54,Checking,East,14.3,434,146.2,Mobile,True
C5048690355,26,Savings,North,14.6,426,41.3,Web,True
C1355339975,20,Business,West,13.3,370,182.4,Web,True
C4350024383,25,Business,South,17.4,572,166.4,Mobile,True
C1424073081,55,Savings,East,17.4,486,36.9,Branch,True
C1324961972,21,Checking,East,11.6,302,174.9,Web,True
C3512892773,29,Business,South,8.6,584,58.1,Mobile,True
C1971844804,61,Business,South,12.8,321,20.8,Mobile,True
C4846993466,48,Checking,West,16.4,465,133.1,Mobile,True
C4005210983,42,Business,West,0.1,609,132.5,Web,True
C9003524362,33,Checking,South,19.8,776,23.5,Mobile,True
C8685810892,59,Business,South,3.7,797,67.2,Branch,True
C2057610620,31,Checking,South,9.4,733,198.6,Mobile,True
C7114091739,30,Business,South,17.4,533,137.3,Web,True
C8703327325,58,Savings,East,4.5,675,147.4,Branch,True
C1136487526,24,Business,West,9.5,545,46.5,Branch,True
C2031095991,29,Business,South,2.7,602,20.4,Mobile,True
C1592212728,54,Savings,South,7.9,704,59.0,Mobile,True
C9150746537,67,Savings,East,3.5,320,53.5,Branch,True
C4200521550,21,Savings,North,7.3,556,50.7,Mobile,True
C1328306709,19,Savings,South,7.5,698,42.6,Web,True
C9142760546,52,Checking,East,19.9,828,117.1,Branch,True
C4409900751,61,Checking,East,19.9,350,69.0,Mobile,False
C9812353296,20,Business,North,2.3,746,165.0,Branch,True
C3393630709,21,Business,West,14.5,569,40.9,Mobile,True
C5965136012,55,Business,West,1.0,561,95.6,Mobile,True
C4584540837,29,Checking,West,0.6,664,7.7,Web,True
C2539035631,36,Business,South,2.1,348,98.9,Mobile,True
C9215810476,27,Business,West,19.3,817,15.9,Mobile,True
C7724579490,18,Checking,South,18.8,417,195.7,Mobile,True
C6079539213,34,Business,South,3.9,752,159.2,Web,True
C3475930254,33,Checking,East,3.2,696,100.6,Mobile,False
C8567232508,26,Checking,West,4.8,326,21.9,Mobile,True
C2184369054,26,Savings,West,10.3,671,120.5,Mobile,True
C1877233143,26,Savings,West,11.4,396,153.0,Branch,True
C9661902395,29,Checking,South,4.4,828,42.2,Web,True
C8212105412,58,Checking,South,15.1,485,115.8,Branch,True
C5623825465,32,Savings,West,6.2,514,163.8,Web,True
C2807155606,19,Business,South,18.4,550,154.8,Web,True
C3584205217,28,Business,South,13.1,515,161.6,Branch,True
C9319819566,28,Business,North,8.7,328,176.5,Web,False
C2339179993,25,Checking,North,15.8,401,187.8,Web,False
C8104563770,49,Savings,West,16.4,422,84.1,Branch,True
C6721367939,23,Business,West,5.8,353,115.9,Mobile,True
C4986167032,37,Savings,North,6.8,582,159.2,Web,False
C8923623373,56,Savings,South,18.7,416,140.9,Branch,True
C1961997702,52,Checking,South,3.3,413,199.1,Web,True
C9779086574,25,Business,East,0.8,842,7.7,Branch,True
C3784151970,67,Savings,West,9.1,592,74.3,Mobile,True
C2881954684,66,Checking,West,16.0,494,59.8,Web,True
C4862293830,60,Checking,West,15.4,591,56.2,Mobile,True
C2907460450,51,Checking,East,18.4,560,48.4,Mobile,True
C3283466693,36,Business,East,10.7,506,143.3,Branch,False
C7604727423,24,Business,South,2.0,348,21.5,Web,True
C6489395620,48,Checking,North,11.8,305,149.6,Web,True
C9715155151,35,Business,North,15.6,678,140.2,Web,True
C5966200707,57,Business,North,1.9,693,53.9,Web,False
C1945273689,31,Savings,South,3.5,523,54.3,Web,True
C4049919681,56,Checking,North,0.2,322,127.6,Branch,True
C6659455623,53,Checking,East,11.9,409,153.6,Web,False
C2344540134,34,Business,East,17.7,698,175.9,Mobile,True
C4592733633,54,Checking,West,13.4,471,171.2,Mobile,True
C6654697084,61,Checking,North,19.6,605,193.2,Web,False
C2227070415,26,Checking,East,1.3,450,118.4,Branch,True
C9982383389,37,Business,West,18.1,727,182.2,Branch,True
C6647133925,62,Business,North,16.3,766,162.7,Web,True
C5479875953,45,Business,North,6.3,366,179.5,Mobile,True
C4354214260,67,Savings,East,19.5,455,7.3,Web,True
C2710375334,37,Checking,West,5.8,505,193.4,Web,True
C3826324630,58,Savings,West,17.8,454,97.3,Web,True
C1034613597,53,Business,East,17.6,808,160.6,Branch,True
C9345872311,44,Savings,East,15.2,373,29.8,Branch,True
C6313495036,25,Checking,East,11.3,348,82.2,Mobile,True
C5757166699,49,Checking,North,2.4,766,57.9,Mobile,True
C6366574862,18,Business,East,10.6,478,61.9,Web,True
C4872269513,34,Business,East,7.1,347,29.0,Mobile,True
C3992282719,26,Savings,South,15.8,371,162.1,Web,True
C1905749458,37,Business,East,15.2,412,6.8,Mobile,True
C4681610143,62,Savings,East,18.2,458,65.9,Web,True
C8818673655,49,Checking,North,0.3,329,39.0,Branch,True
C7187216162,19,Checking,West,16.2,396,119.9,Web,True
C5863640768,49,Checking,North,18.8,550,54.6,Branch,True
C2851061777,62,Checking,South,15.8,818,55.5,Branch,False
C2307785466,26,Checking,East,2.6,391,100.2,Mobile,True
C1850813768,47,Savings,East,1.6,412,132.3,Mobile,True
C9872080073,37,Checking,East,0.4,558,28.7,Branch,True
C8629109528,55,Savings,East,12.6,406,39.2,Web,True
C3428460279,18,Checking,East,12.6,689,53.2,Web,True
C4423995465,22,Savings,East,19.7,657,194.9,Mobile,True
C8405522409,52,Savings,South,8.0,498,82.4,Web,True
C3965269997,53,Savings,East,6.6,726,121.8,Web,True
C6757596253,18,Business,East,12.5,777,52.1,Web,True
C1225018904,31,Savings,East,16.5,802,100.6,Branch,True
C5980551010,26,Savings,South,18.7,419,19.5,Branch,True
C5624852745,47,Checking,East,16.1,608,11.8,Web,True
C5072709333,41,Savings,South,8.5,837,96.4,Mobile,True
C2308257158,21,Savings,North,12.7,774,82.7,Web,True
C9276042705,67,Business,East,17.1,643,31.7,Mobile,True
C6212793850,31,Checking,West,9.8,435,139.1,Branch,True
C1041604850,42,Business,South,4.3,576,198.6,Web,True
C8979856354,21,Business,North,3.4,832,82.2,Web,True
C4140296890,42,Business,South,0.0,330,126.8,Mobile,True
C9361253519,27,Savings,South,14.4,546,192.8,Mobile,True
C8651980216,52,Business,North,2.2,710,167.1,Web,True
C3431874947,24,Business,East,4.9,326,95.4,Web,True
C9616810229,59,Checking,East,6.0,372,148.8,Mobile,True
C5560764377,30,Checking,South,11.2,396,30.0,Branch,True
C6130113598,21,Checking,North,8.0,645,104.9,Mobile,True
C5996492842,67,Checking,East,13.5,775,59.4,Web,True
C1952546366,60,Business,South,1.1,599,36.4,Branch,True
C2363886544,53,Checking,West,2.5,598,88.1,Branch,True
C1376201735,31,Savings,North,10.0,586,30.5,Branch,True
C1386187353,35,Business,West,6.7,748,141.3,Branch,True
C3690612398,25,Checking,West,5.9,511,94.0,Web,False
C6496467094,49,Business,South,1.3,375,108.6,Branch,True
C8141655622,44,Checking,North,17.9,700,33.5,Mobile,True
C4739344051,59,Business,East,13.8,333,32.3,Mobile,True
C4124714268,54,Checking,East,2.4,797,118.8,Mobile,False
C7669063603,40,Savings,South,1.3,815,197.1,Web,True
C6190847508,24,Checking,East,19.5,627,23.8,Branch,True
C6783425854,29,Business,East,13.6,397,60.7,Mobile,True
C5834267359,42,Business,West,8.3,665,174.5,Mobile,True
C4553469365,20,Savings,West,14.0,762,19.1,Mobile,False
C2449690898,43,Business,North,15.1,327,175.8,Branch,True
C2058794922,21,Savings,West,15.6,685,107.2,Mobile,False
C9486995829,59,Business,East,9.6,572,84.6,Branch,True
C2480980323,53,Business,North,8.6,426,65.4,Branch,True
C6743706803,32,Savings,North,0.2,501,62.9,Branch,True
C9053570675,49,Business,South,18.5,820,64.6,Web,True
C1606052499,46,Business,West,12.1,586,177.5,Web,True
C3343257375,27,Savings,North,4.1,749,146.1,Branch,True
C5489506308,38,Checking,East,18.4,387,135.6,Branch,False
C7593429066,33,Savings,North,18.3,617,160.8,Web,False
C1352289045,64,Business,North,19.8,318,55.1,Web,True
C5445030211,36,Checking,South,17.5,406,125.5,Branch,True
C5250971435,46,Checking,East,20.0,757,94.7,Web,True
C5423907916,69,Checking,East,4.9,610,157.6,Mobile,True
C7204201608,68,Savings,West,16.8,711,65.3,Branch,True
C7462289502,35,Checking,East,16.5,797,130.4,Branch,True
C6805958302,61,Checking,North,4.6,543,177.0,Web,False
C3177902420,33,Checking,East,2.0,679,83.4,Mobile,True
C3739767710,18,Business,East,19.6,814,18.0,Web,True
C4298558239,65,Savings,North,5.9,506,105.6,Mobile,True
C7160535738,19,Savings,South,17.4,693,72.5,Mobile,True
C7952573121,32,Business,West,0.1,320,136.1,Branch,True
C3150537055,56,Checking,West,0.4,826,190.5,Mobile,True
C5396038566,45,Business,South,9.3,642,99.7,Branch,False
C2845216158,18,Business,North,4.8,501,95.9,Mobile,True
C1554800010,22,Checking,West,13.8,419,132.6,Branch,True
C7543814510,59,Checking,South,11.3,688,25.2,Mobile,True
C6384102795,39,Savings,South,1.5,836,54.4,Web,True
C3114121674,53,Checking,South,3.3,533,184.2,Mobile,True
C3800718382,63,Business,West,7.8,619,135.6,Web,True
C8694277318,30,Business,West,3.7,479,7.6,Mobile,True
C7882555497,18,Checking,West,15.8,667,44.9,Mobile,True
C6531193290,33,Savings,West,8.3,375,138.2,Branch,True
C1580164802,58,Business,East,1.9,795,154.1,Mobile,True
C9115669786,39,Checking,South,9.7,821,168.8,Mobile,False
C5054141109,49,Savings,East,1.8,500,62.0,Mobile,True
C8584177968,33,Savings,South,2.6,645,186.6,Web,True
C6918897747,68,Business,West,4.8,782,112.8,Branch,True
C5910845723,32,Business,West,17.2,518,140.8,Branch,False
C1078967903,63,Savings,East,18.5,359,121.4,Mobile,True
C2993151241,69,Savings,North,16.5,849,28.9,Mobile,True
C3839577591,59,Savings,West,6.7,520,192.8,Web,True
C3801329525,29,Checking,North,5.4,801,29.0,Mobile,True
C6373348142,18,Business,South,11.0,432,54.7,Branch,True
C3793555189,34,Savings,East,14.4,352,163.7,Branch,True
C5818985144,58,Business,North,19.9,749,125.6,Web,False
C5281692495,68,Business,North,2.6,361,168.4,Web,True
C6082889375,67,Business,West,1.0,322,105.6,Branch,True
C7846787160,45,Savings,North,13.9,343,78.5,Web,True
C7061807627,24,Checking,North,16.6,346,184.8,Mobile,True
C3674614793,26,Savings,South,16.9,323,12.1,Mobile,True
C8911397039,39,Business,East,13.6,388,171.9,Web,False
C3889856434,43,Savings,West,19.1,473,50.0,Branch,True
C7003866817,29,Savings,West,10.2,418,170.5,Web,True
C4461653006,24,Business,North,18.3,477,32.1,Branch,True
C1106017638,63,Business,South,19.4,641,118.1,Web,False
C7643010157,64,Savings,North,16.9,358,178.2,Web,True
C8901968228,32,Savings,North,6.2,737,97.3,Web,True
C5842514135,55,Savings,West,3.9,727,150.6,Mobile,True
C8731827361,38,Savings,North,11.0,725,161.9,Mobile,True
C8665527422,31,Checking,North,9.1,680,148.6,Branch,True
C2322361951,19,Savings,South,17.6,785,185.4,Web,True
C4597167532,25,Checking,West,2.0,484,92.1,Mobile,True
C7791182629,62,Business,East,5.2,759,38.8,Web,True
C9940692879,23,Checking,South,15.0,401,14.3,Branch,True
C7194917094,54,Business,South,1.9,314,53.1,Mobile,True
C9772341453,54,Checking,South,6.4,350,32.9,Branch,True
C8235414411,50,Business,West,7.7,608,113.8,Mobile,True
C4596017238,58,Savings,North,12.5,333,41.1,Web,True
C5842015036,23,Checking,East,3.2,504,12.6,Branch,True
C2978561845,69,Checking,West,17.2,369,12.0,Mobile,True
C6661892356,43,Business,North,9.0,529,167.2,Mobile,True
C4840839450,56,Business,South,18.3,779,120.3,Web,True
C1058557684,58,Checking,West,9.4,832,74.8,Branch,True
C3380943835,54,Business,North,5.5,407,179.4,Branch,True
C5690528445,31,Savings,East,2.8,540,18.7,Branch,True
C3375597852,54,Checking,East,0.1,550,196.2,Web,True
C8783589374,25,Savings,North,10.6,434,125.2,Mobile,True
C2649450590,56,Checking,West,2.1,389,40.8,Mobile,True
C8156565953,30,Savings,South,7.8,739,137.4,Branch,True
C5247016260,30,Checking,North,11.8,597,153.9,Mobile,False
C2674606663,57,Business,South,5.5,706,88.7,Branch,True
C9937992799,60,Checking,East,3.5,607,173.0,Web,True
C1376453173,45,Savings,North,15.5,401,34.4,Web,True
C5577626639,35,Checking,East,18.9,660,59.4,Web,False
C7287034306,36,Savings,South,2.0,827,23.2,Branch,False
C2374506878,55,Savings,South,3.1,592,46.1,Mobile,True
C7341352884,49,Savings,North,19.2,445,51.6,Web,True
C3100392641,39,Business,North,0.8,703,183.9,Branch,True
C4691766611,19,Checking,North,19.6,301,20.2,Branch,True
C7838882311,30,Savings,East,0.1,418,88.3,Web,True
C3983515247,40,Business,South,17.5,490,108.8,Web,True
C2102704915,42,Savings,South,6.1,302,180.2,Web,False
C4453564582,45,Checking,East,18.8,786,199.6,Mobile,True
C9567103250,28,Business,North,6.3,476,151.9,Mobile,True
C5692253658,50,Savings,West,13.1,556,194.3,Branch,True
C4351568554,41,Savings,North,1.6,833,158.5,Web,True
C3893526924,19,Savings,West,4.8,776,192.8,Web,True
C6615797723,47,Checking,West,15.5,697,142.9,Mobile,True
C4420978028,34,Business,East,10.6,795,20.6,Web,True
C6293724714,57,Business,South,18.6,519,83.4,Branch,True
C7543655769,51,Business,South,8.6,472,131.1,Web,True
C6575192470,55,Savings,South,17.4,689,73.4,Mobile,True
C9876382646,39,Business,South,9.0,801,58.3,Branch,True
C5501522186,22,Savings,East,19.6,559,117.6,Branch,True
C6564838953,65,Checking,West,19.2,430,187.0,Web,True
C7542150241,57,Business,South,6.6,412,11.8,Branch,True
C7865913715,68,Savings,West,17.7,319,155.0,Web,True
C8099364720,33,Business,East,17.0,514,145.9,Web,True
C5956046555,30,Business,North,4.2,609,193.0,Mobile,True
C5196319074,43,Checking,East,12.5,550,186.5,Branch,True
C9133101486,48,Business,South,1.5,787,153.6,Web,True
C5280216899,69,Checking,North,16.7,681,106.5,Web,True
C4008331659,56,Business,East,3.5,708,44.8,Web,True
C8604012901,65,Business,East,1.4,570,111.3,Branch,True
C6743671947,40,Business,West,8.0,706,154.2,Branch,True
C3275104164,65,Business,East,11.5,493,179.7,Branch,True
C8440551732,29,Business,North,17.1,740,159.0,Web,True
C5188366092,31,Business,East,19.5,612,43.1,Branch,True
C4578585468,35,Checking,South,8.8,378,121.9,Web,True
C6596417589,44,Checking,West,1.2,479,69.8,Branch,True
C5151289971,45,Savings,North,15.0,313,6.8,Branch,True
C7992720131,35,Business,North,11.3,545,44.0,Web,True
C3903848966,33,Checking,East,9.0,313,27.1,Branch,True
C6614548601,69,Business,South,6.2,398,169.3,Web,True
C7659225576,33,Business,West,10.0,332,55.4,Branch,True
C8798670232,30,Checking,North,6.8,735,60.5,Branch,True
C7299549212,46,Business,West,15.1,556,192.2,Branch,False
C9919456608,26,Checking,East,10.9,333,78.9,Branch,True
C5557409826,43,Checking,South,17.5,318,6.9,Mobile,True
C7439457115,45,Savings,East,10.9,559,60.3,Web,True
C1456715202,58,Savings,West,4.8,715,28.3,Mobile,True
C9336738803,30,Savings,East,17.0,436,25.0,Branch,True
C4748025004,53,Savings,West,11.1,658,20.1,Branch,True
C9590735717,26,Business,North,4.1,415,120.7,Web,True
C7931988986,64,Business,North,12.5,703,41.9,Web,True
C7250822975,31,Savings,East,7.2,501,75.4,Web,True
C8432408582,68,Checking,North,16.9,675,173.1,Web,True
C5876314448,29,Checking,West,9.1,549,87.7,Branch,True
C6143821296,49,Checking,North,14.5,745,183.6,Web,True
C1775319881,55,Checking,South,1.9,577,102.1,Mobile,False
C6422269880,20,Business,South,7.9,411,82.8,Web,True
C1477637937,69,Checking,East,19.7,772,151.3,Web,True
C9023726042,33,Checking,East,16.2,691,19.3,Mobile,True
C1698095339,37,Savings,East,3.2,442,22.4,Mobile,True
C3901771451,49,Checking,East,5.6,331,132.1,Mobile,True
C5458546691,40,Business,West,6.6,480,100.0,Mobile,False
C3662744707,34,Checking,West,13.0,815,159.1,Web,True
C6218026755,33,Checking,South,15.1,568,183.7,Mobile,True
C1180234310,55,Business,West,15.0,535,80.7,Branch,True
C6856812209,25,Savings,North,10.2,576,121.3,Web,True
C1423459004,36,Business,South,16.2,574,102.6,Branch,True
C2092043671,47,Savings,East,8.7,385,196.4,Web,True
C7571172595,51,Checking,East,2.5,362,167.1,Web,True
C5932170104,31,Savings,West,11.3,703,182.8,Branch,False
C6034071195,39,Savings,South,19.0,491,54.6,Mobile,True
C3249117222,61,Savings,West,15.9,592,155.6,Mobile,True
C7313238447,34,Checking,West,11.6,330,56.8,Branch,True
C6647926549,32,Savings,West,12.9,629,45.7,Mobile,True
C6840271139,67,Savings,South,18.6,406,189.1,Web,True
C6613403225,65,Checking,East,8.6,575,8.8,Web,True
C1838365438,49,Business,North,6.6,381,193.3,Web,True
C2387702654,30,Business,East,19.5,363,34.1,Mobile,True
C9537319257,38,Business,South,17.3,428,164.8,Mobile,True
C2692801413,66,Checking,East,6.5,555,58.8,Branch,True
C7886267947,57,Checking,East,9.3,530,73.4,Web,True
C7311534610,50,Business,North,8.3,796,47.3,Branch,True
C2815293841,44,Savings,East,3.0,436,119.2,Mobile,True
C1045069853,52,Business,East,19.2,754,72.9,Branch,True
C4844276137,33,Checking,East,8.1,654,133.2,Mobile,True
C1640554953,45,Savings,West,17.5,784,8.1,Web,True
C4375523339,51,Savings,South,3.8,445,17.6,Web,True
C7948963165,64,Checking,South,11.0,332,24.4,Mobile,True
C4753264373,18,Savings,North,0.5,559,86.7,Mobile,False
